id,CLASS
62832,0
62833,1
62834,0
62835,0
62836,1
62837,0
62838,1
62839,1
62840,1
62841,0
62842,1
62843,0
62844,1
62845,5
62846,0
62847,0
62848,0
62849,0
62850,1
62851,1
62852,1
62853,1
62854,7
62855,1
62856,0
62857,1
62858,0
62859,1
62860,1
62861,1
62862,1
62863,0
62864,1
62865,0
62866,1
62867,0
62868,1
62869,0
62870,1
62871,0
62872,1
62873,1
62874,0
62875,0
62876,0
62877,1
62878,0
62879,0
62880,1
62881,0
62882,4
62883,0
62884,1
62885,1
62886,0
62887,0
62888,0
62889,0
62890,1
62891,0
62892,6
62893,1
62894,6
62895,0
62896,0
62897,0
62898,1
62899,0
62900,1
62901,0
62902,1
62903,0
62904,1
62905,1
62906,1
62907,0
62908,1
62909,0
62910,1
62911,1
62912,0
62913,1
62914,1
62915,2
62916,1
62917,0
62918,0
62919,0
62920,1
62921,1
62922,0
62923,0
62924,0
62925,0
62926,1
62927,2
62928,5
62929,1
62930,1
62931,1
62932,0
62933,1
62934,3
62935,1
62936,1
62937,0
62938,1
62939,0
62940,0
62941,0
62942,1
62943,0
62944,1
62945,1
62946,0
62947,1
62948,0
62949,0
62950,0
62951,0
62952,0
62953,1
62954,0
62955,8
62956,0
62957,1
62958,0
62959,6
62960,1
62961,0
62962,1
62963,0
62964,1
62965,1
62966,1
62967,0
62968,1
62969,1
62970,0
62971,1
62972,0
62973,1
62974,1
62975,1
62976,0
62977,0
62978,0
62979,1
62980,1
62981,1
62982,0
62983,0
62984,1
62985,5
62986,1
62987,0
62988,1
62989,0
62990,1
62991,0
62992,0
62993,0
62994,0
62995,7
62996,1
62997,5
62998,0
62999,1
63000,1
63001,5
63002,1
63003,0
63004,0
63005,0
63006,0
63007,0
63008,1
63009,0
63010,1
63011,0
63012,4
63013,0
63014,1
63015,1
63016,0
63017,0
63018,1
63019,0
63020,0
63021,1
63022,0
63023,1
63024,0
63025,0
63026,1
63027,1
63028,3
63029,1
63030,1
63031,1
63032,2
63033,0
63034,0
63035,0
63036,6
63037,0
63038,7
63039,0
63040,0
63041,0
63042,0
63043,1
63044,1
63045,0
63046,1
63047,1
63048,0
63049,1
63050,0
63051,0
63052,0
63053,0
63054,0
63055,8
63056,1
63057,0
63058,0
63059,0
63060,1
63061,0
63062,0
63063,1
63064,1
63065,1
63066,0
63067,1
63068,0
63069,0
63070,0
63071,0
63072,1
63073,1
63074,0
63075,1
63076,0
63077,0
63078,0
63079,1
63080,8
63081,6
63082,0
63083,0
63084,0
63085,1
63086,0
63087,0
63088,0
63089,1
63090,1
63091,1
63092,0
63093,1
63094,0
63095,0
63096,0
63097,0
63098,0
63099,1
63100,0
63101,1
63102,0
63103,0
63104,0
63105,1
63106,0
63107,7
63108,1
63109,1
63110,0
63111,1
63112,0
63113,0
63114,1
63115,0
63116,0
63117,0
63118,0
63119,0
63120,0
63121,0
63122,1
63123,1
63124,1
63125,0
63126,0
63127,0
63128,0
63129,1
63130,0
63131,1
63132,1
63133,1
63134,1
63135,2
63136,0
63137,1
63138,0
63139,0
63140,1
63141,1
63142,1
63143,0
63144,0
63145,1
63146,0
63147,1
63148,3
63149,0
63150,0
63151,1
63152,0
63153,0
63154,0
63155,1
63156,1
63157,1
63158,1
63159,1
63160,1
63161,1
63162,7
63163,0
63164,0
63165,0
63166,1
63167,1
63168,0
63169,1
63170,0
63171,1
63172,1
63173,0
63174,5
63175,1
63176,0
63177,1
63178,0
63179,0
63180,1
63181,2
63182,1
63183,1
63184,0
63185,5
63186,1
63187,0
63188,0
63189,1
63190,4
63191,0
63192,1
63193,0
63194,6
63195,1
63196,1
63197,0
63198,1
63199,0
63200,0
63201,1
63202,1
63203,1
63204,1
63205,0
63206,0
63207,0
63208,0
63209,1
63210,0
63211,0
63212,0
63213,0
63214,1
63215,1
63216,1
63217,8
63218,1
63219,1
63220,1
63221,0
63222,0
63223,1
63224,0
63225,1
63226,0
63227,1
63228,3
63229,0
63230,0
63231,1
63232,1
63233,1
63234,4
63235,1
63236,1
63237,0
63238,0
63239,1
63240,0
63241,1
63242,0
63243,1
63244,1
63245,0
63246,1
63247,0
63248,0
63249,0
63250,1
63251,0
63252,0
63253,1
63254,1
63255,1
63256,1
63257,1
63258,1
63259,1
63260,1
63261,0
63262,0
63263,1
63264,1
63265,0
63266,0
63267,1
63268,1
63269,1
63270,0
63271,0
63272,1
63273,1
63274,0
63275,0
63276,0
63277,1
63278,1
63279,0
63280,0
63281,5
63282,0
63283,0
63284,5
63285,1
63286,1
63287,1
63288,1
63289,0
63290,1
63291,0
63292,0
63293,0
63294,1
63295,1
63296,0
63297,1
63298,0
63299,0
63300,0
63301,0
63302,1
63303,0
63304,0
63305,0
63306,0
63307,1
63308,0
63309,7
63310,0
63311,1
63312,0
63313,0
63314,1
63315,0
63316,1
63317,1
63318,1
63319,1
63320,0
63321,1
63322,1
63323,0
63324,0
63325,0
63326,1
63327,1
63328,0
63329,3
63330,0
63331,0
63332,1
63333,0
63334,2
63335,0
63336,0
63337,2
63338,1
63339,0
63340,0
63341,1
63342,3
63343,1
63344,1
63345,6
63346,0
63347,0
63348,0
63349,1
63350,1
63351,1
63352,0
63353,0
63354,0
63355,0
63356,1
63357,0
63358,0
63359,0
63360,0
63361,1
63362,1
63363,0
63364,0
63365,0
63366,2
63367,1
63368,1
63369,1
63370,0
63371,0
63372,0
63373,0
63374,6
63375,5
63376,1
63377,1
63378,3
63379,0
63380,4
63381,1
63382,0
63383,0
63384,1
63385,0
63386,1
63387,0
63388,0
63389,0
63390,1
63391,0
63392,1
63393,0
63394,1
63395,1
63396,1
63397,1
63398,1
63399,0
63400,0
63401,0
63402,1
63403,0
63404,1
63405,1
63406,0
63407,1
63408,0
63409,1
63410,0
63411,1
63412,5
63413,6
63414,0
63415,0
63416,0
63417,0
63418,1
63419,0
63420,1
63421,0
63422,1
63423,1
63424,1
63425,0
63426,0
63427,1
63428,0
63429,0
63430,1
63431,1
63432,1
63433,1
63434,1
63435,1
63436,0
63437,1
63438,0
63439,0
63440,0
63441,0
63442,5
63443,0
63444,0
63445,0
63446,0
63447,0
63448,1
63449,1
63450,1
63451,1
63452,0
63453,0
63454,0
63455,8
63456,1
63457,1
63458,0
63459,1
63460,0
63461,1
63462,1
63463,2
63464,0
63465,0
63466,0
63467,0
63468,0
63469,0
63470,0
63471,1
63472,0
63473,0
63474,1
63475,1
63476,0
63477,1
63478,0
63479,7
63480,0
63481,0
63482,1
63483,0
63484,1
63485,0
63486,1
63487,1
63488,0
63489,1
63490,0
63491,0
63492,0
63493,1
63494,4
63495,1
63496,1
63497,1
63498,1
63499,0
63500,0
63501,0
63502,0
63503,1
63504,0
63505,0
63506,0
63507,8
63508,1
63509,6
63510,7
63511,1
63512,0
63513,1
63514,0
63515,1
63516,1
63517,1
63518,0
63519,1
63520,0
63521,0
63522,1
63523,1
63524,8
63525,1
63526,1
63527,1
63528,0
63529,0
63530,8
63531,0
63532,1
63533,1
63534,0
63535,0
63536,1
63537,0
63538,1
63539,0
63540,0
63541,0
63542,8
63543,1
63544,7
63545,1
63546,0
63547,1
63548,0
63549,0
63550,0
63551,0
63552,1
63553,1
63554,0
63555,1
63556,0
63557,0
63558,0
63559,0
63560,0
63561,0
63562,1
63563,0
63564,0
63565,0
63566,1
63567,1
63568,1
63569,0
63570,1
63571,0
63572,1
63573,0
63574,0
63575,0
63576,0
63577,1
63578,0
63579,1
63580,0
63581,1
63582,1
63583,0
63584,0
63585,1
63586,5
63587,0
63588,1
63589,1
63590,0
63591,1
63592,0
63593,0
63594,0
63595,0
63596,1
63597,0
63598,0
63599,6
63600,1
63601,1
63602,0
63603,0
63604,1
63605,1
63606,0
63607,0
63608,0
63609,1
63610,1
63611,1
63612,0
63613,1
63614,0
63615,1
63616,0
63617,1
63618,1
63619,1
63620,1
63621,0
63622,1
63623,0
63624,0
63625,0
63626,0
63627,1
63628,1
63629,0
63630,0
63631,0
63632,1
63633,1
63634,1
63635,0
63636,8
63637,0
63638,0
63639,0
63640,8
63641,1
63642,0
63643,0
63644,0
63645,0
63646,1
63647,1
63648,1
63649,1
63650,1
63651,0
63652,1
63653,0
63654,0
63655,0
63656,1
63657,1
63658,0
63659,1
63660,0
63661,1
63662,1
63663,1
63664,2
63665,1
63666,0
63667,1
63668,0
63669,1
63670,1
63671,1
63672,8
63673,5
63674,1
63675,0
63676,1
63677,1
63678,1
63679,1
63680,1
63681,1
63682,1
63683,0
63684,1
63685,1
63686,1
63687,1
63688,1
63689,1
63690,0
63691,0
63692,0
63693,0
63694,4
63695,1
63696,0
63697,1
63698,1
63699,1
63700,7
63701,0
63702,0
63703,3
63704,1
63705,0
63706,1
63707,0
63708,0
63709,1
63710,6
63711,1
63712,0
63713,2
63714,0
63715,2
63716,0
63717,1
63718,0
63719,0
63720,0
63721,1
63722,6
63723,1
63724,1
63725,1
63726,1
63727,0
63728,1
63729,2
63730,0
63731,0
63732,0
63733,8
63734,1
63735,1
63736,0
63737,1
63738,0
63739,0
63740,1
63741,0
63742,7
63743,1
63744,0
63745,0
63746,0
63747,1
63748,0
63749,1
63750,0
63751,0
63752,1
63753,0
63754,0
63755,0
63756,1
63757,0
63758,1
63759,0
63760,1
63761,1
63762,0
63763,0
63764,0
63765,4
63766,0
63767,0
63768,1
63769,0
63770,1
63771,1
63772,1
63773,0
63774,1
63775,0
63776,8
63777,0
63778,0
63779,0
63780,1
63781,1
63782,1
63783,4
63784,1
63785,0
63786,0
63787,1
63788,0
63789,0
63790,1
63791,1
63792,0
63793,1
63794,0
63795,0
63796,1
63797,0
63798,1
63799,0
63800,0
63801,1
63802,3
63803,1
63804,0
63805,0
63806,1
63807,3
63808,7
63809,1
63810,0
63811,0
63812,0
63813,1
63814,1
63815,1
63816,0
63817,7
63818,0
63819,0
63820,1
63821,1
63822,1
63823,0
63824,0
63825,7
63826,0
63827,1
63828,1
63829,0
63830,0
63831,3
63832,0
63833,1
63834,0
63835,0
63836,1
63837,1
63838,1
63839,0
63840,0
63841,1
63842,0
63843,0
63844,1
63845,1
63846,1
63847,1
63848,0
63849,0
63850,1
63851,1
63852,0
63853,0
63854,1
63855,0
63856,0
63857,0
63858,0
63859,0
63860,0
63861,0
63862,1
63863,0
63864,8
63865,1
63866,0
63867,1
63868,1
63869,1
63870,0
63871,0
63872,0
63873,0
63874,1
63875,1
63876,1
63877,1
63878,0
63879,0
63880,0
63881,0
63882,0
63883,0
63884,0
63885,0
63886,1
63887,0
63888,0
63889,0
63890,0
63891,0
63892,1
63893,1
63894,0
63895,0
63896,0
63897,1
63898,1
63899,1
63900,1
63901,0
63902,4
63903,0
63904,0
63905,0
63906,4
63907,0
63908,1
63909,1
63910,1
63911,0
63912,1
63913,1
63914,0
63915,1
63916,1
63917,1
63918,0
63919,0
63920,1
63921,1
63922,1
63923,4
63924,1
63925,0
63926,0
63927,1
63928,1
63929,0
63930,0
63931,1
63932,1
63933,0
63934,1
63935,1
63936,0
63937,0
63938,0
63939,1
63940,6
63941,1
63942,0
63943,1
63944,1
63945,1
63946,0
63947,1
63948,0
63949,1
63950,8
63951,0
63952,0
63953,0
63954,0
63955,0
63956,0
63957,0
63958,1
63959,1
63960,1
63961,3
63962,7
63963,1
63964,0
63965,0
63966,0
63967,1
63968,1
63969,0
63970,0
63971,6
63972,0
63973,1
63974,1
63975,0
63976,0
63977,1
63978,1
63979,0
63980,0
63981,1
63982,1
63983,1
63984,0
63985,0
63986,0
63987,0
63988,0
63989,1
63990,0
63991,4
63992,0
63993,1
63994,0
63995,0
63996,1
63997,0
63998,1
63999,0
64000,8
64001,1
64002,1
64003,0
64004,0
64005,1
64006,0
64007,0
64008,0
64009,1
64010,0
64011,1
64012,0
64013,1
64014,6
64015,1
64016,0
64017,0
64018,1
64019,0
64020,5
64021,0
64022,0
64023,0
64024,0
64025,1
64026,0
64027,1
64028,8
64029,1
64030,0
64031,1
64032,1
64033,0
64034,0
64035,1
64036,1
64037,0
64038,0
64039,0
64040,1
64041,7
64042,1
64043,1
64044,0
64045,0
64046,5
64047,0
64048,0
64049,0
64050,0
64051,0
64052,0
64053,0
64054,1
64055,0
64056,0
64057,0
64058,1
64059,0
64060,0
64061,8
64062,1
64063,0
64064,1
64065,1
64066,0
64067,3
64068,1
64069,0
64070,1
64071,1
64072,0
64073,1
64074,0
64075,1
64076,0
64077,0
64078,1
64079,0
64080,0
64081,1
64082,0
64083,6
64084,0
64085,0
64086,8
64087,0
64088,0
64089,1
64090,1
64091,5
64092,0
64093,0
64094,0
64095,1
64096,1
64097,1
64098,1
64099,0
64100,0
64101,0
64102,0
64103,0
64104,1
64105,7
64106,1
64107,0
64108,1
64109,5
64110,1
64111,0
64112,1
64113,0
64114,1
64115,0
64116,0
64117,1
64118,1
64119,1
64120,1
64121,0
64122,1
64123,0
64124,0
64125,1
64126,1
64127,1
64128,1
64129,1
64130,1
64131,1
64132,0
64133,0
64134,0
64135,1
64136,0
64137,0
64138,1
64139,0
64140,0
64141,1
64142,0
64143,1
64144,0
64145,0
64146,0
64147,0
64148,0
64149,0
64150,0
64151,1
64152,7
64153,1
64154,1
64155,0
64156,1
64157,1
64158,0
64159,4
64160,0
64161,1
64162,1
64163,1
64164,0
64165,0
64166,1
64167,0
64168,1
64169,1
64170,0
64171,1
64172,1
64173,0
64174,0
64175,0
64176,1
64177,1
64178,0
64179,1
64180,1
64181,0
64182,1
64183,0
64184,1
64185,1
64186,0
64187,0
64188,0
64189,0
64190,0
64191,5
64192,8
64193,1
64194,1
64195,0
64196,0
64197,0
64198,6
64199,1
64200,0
64201,0
64202,1
64203,1
64204,1
64205,6
64206,1
64207,3
64208,1
64209,1
64210,3
64211,0
64212,5
64213,0
64214,1
64215,1
64216,0
64217,4
64218,0
64219,1
64220,1
64221,7
64222,0
64223,1
64224,1
64225,6
64226,1
64227,1
64228,0
64229,0
64230,1
64231,0
64232,4
64233,0
64234,1
64235,0
64236,1
64237,0
64238,1
64239,1
64240,0
64241,1
64242,1
64243,0
64244,1
64245,1
64246,0
64247,1
64248,1
64249,1
64250,0
64251,0
64252,0
64253,0
64254,1
64255,0
64256,0
64257,6
64258,0
64259,1
64260,0
64261,1
64262,1
64263,0
64264,1
64265,1
64266,0
64267,1
64268,1
64269,0
64270,1
64271,1
64272,0
64273,0
64274,0
64275,0
64276,0
64277,0
64278,0
64279,0
64280,0
64281,1
64282,4
64283,0
64284,0
64285,0
64286,1
64287,0
64288,8
64289,0
64290,0
64291,0
64292,0
64293,0
64294,1
64295,0
64296,1
64297,1
64298,1
64299,0
64300,6
64301,0
64302,8
64303,2
64304,8
64305,1
64306,1
64307,1
64308,0
64309,1
64310,0
64311,0
64312,0
64313,1
64314,0
64315,1
64316,0
64317,1
64318,0
64319,0
64320,0
64321,0
64322,1
64323,0
64324,0
64325,1
64326,1
64327,0
64328,1
64329,0
64330,0
64331,0
64332,1
64333,0
64334,0
64335,1
64336,0
64337,1
64338,0
64339,1
64340,4
64341,1
64342,0
64343,1
64344,1
64345,0
64346,1
64347,1
64348,1
64349,0
64350,1
64351,0
64352,1
64353,2
64354,1
64355,0
64356,1
64357,0
64358,1
64359,1
64360,0
64361,0
64362,1
64363,1
64364,1
64365,0
64366,0
64367,1
64368,1
64369,1
64370,1
64371,1
64372,2
64373,0
64374,0
64375,1
64376,1
64377,1
64378,0
64379,0
64380,8
64381,1
64382,0
64383,1
64384,1
64385,8
64386,0
64387,1
64388,1
64389,0
64390,0
64391,1
64392,6
64393,0
64394,0
64395,1
64396,1
64397,0
64398,1
64399,1
64400,0
64401,1
64402,0
64403,1
64404,0
64405,1
64406,1
64407,0
64408,6
64409,0
64410,1
64411,0
64412,3
64413,1
64414,0
64415,0
64416,0
64417,0
64418,1
64419,0
64420,0
64421,0
64422,0
64423,0
64424,1
64425,0
64426,0
64427,1
64428,1
64429,0
64430,0
64431,8
64432,1
64433,0
64434,1
64435,0
64436,0
64437,0
64438,1
64439,1
64440,0
64441,0
64442,0
64443,0
64444,6
64445,1
64446,1
64447,1
64448,0
64449,0
64450,1
64451,1
64452,0
64453,0
64454,1
64455,1
64456,0
64457,1
64458,0
64459,1
64460,1
64461,1
64462,1
64463,0
64464,0
64465,1
64466,1
64467,1
64468,0
64469,1
64470,0
64471,1
64472,1
64473,0
64474,0
64475,0
64476,7
64477,0
64478,1
64479,0
64480,1
64481,0
64482,1
64483,0
64484,1
64485,1
64486,1
64487,0
64488,1
64489,1
64490,0
64491,0
64492,0
64493,1
64494,0
64495,0
64496,3
64497,4
64498,1
64499,1
64500,1
64501,0
64502,1
64503,1
64504,0
64505,1
64506,1
64507,0
64508,1
64509,1
64510,1
64511,0
64512,1
64513,0
64514,1
64515,1
64516,1
64517,0
64518,1
64519,0
64520,5
64521,0
64522,1
64523,1
64524,2
64525,0
64526,1
64527,0
64528,1
64529,0
64530,1
64531,0
64532,1
64533,1
64534,2
64535,0
64536,0
64537,0
64538,1
64539,0
64540,1
64541,0
64542,1
64543,0
64544,0
64545,1
64546,0
64547,1
64548,1
64549,1
64550,1
64551,3
64552,0
64553,1
64554,1
64555,0
64556,1
64557,1
64558,0
64559,0
64560,1
64561,5
64562,0
64563,1
64564,1
64565,0
64566,1
64567,1
64568,1
64569,0
64570,0
64571,0
64572,0
64573,4
64574,1
64575,0
64576,1
64577,1
64578,0
64579,0
64580,5
64581,1
64582,1
64583,0
64584,1
64585,1
64586,1
64587,0
64588,0
64589,0
64590,0
64591,1
64592,0
64593,0
64594,1
64595,1
64596,0
64597,1
64598,1
64599,1
64600,0
64601,0
64602,1
64603,0
64604,3
64605,1
64606,1
64607,8
64608,1
64609,0
64610,1
64611,0
64612,1
64613,0
64614,0
64615,1
64616,0
64617,1
64618,1
64619,0
64620,0
64621,1
64622,1
64623,0
64624,0
64625,0
64626,0
64627,1
64628,1
64629,0
64630,1
64631,0
64632,0
64633,1
64634,0
64635,0
64636,1
64637,0
64638,0
64639,2
64640,0
64641,1
64642,1
64643,1
64644,0
64645,0
64646,0
64647,6
64648,0
64649,0
64650,1
64651,1
64652,0
64653,0
64654,0
64655,0
64656,1
64657,0
64658,1
64659,1
64660,0
64661,1
64662,0
64663,0
64664,0
64665,1
64666,0
64667,0
64668,0
64669,0
64670,0
64671,3
64672,1
64673,1
64674,0
64675,1
64676,0
64677,0
64678,0
64679,0
64680,0
64681,0
64682,1
64683,0
64684,0
64685,1
64686,1
64687,1
64688,1
64689,0
64690,1
64691,1
64692,0
64693,1
64694,1
64695,1
64696,1
64697,1
64698,1
64699,1
64700,0
64701,0
64702,0
64703,1
64704,1
64705,1
64706,7
64707,0
64708,0
64709,0
64710,0
64711,6
64712,0
64713,1
64714,0
64715,1
64716,6
64717,1
64718,0
64719,1
64720,0
64721,0
64722,0
64723,6
64724,1
64725,1
64726,1
64727,1
64728,0
64729,4
64730,1
64731,1
64732,1
64733,0
64734,5
64735,0
64736,0
64737,0
64738,0
64739,1
64740,1
64741,0
64742,0
64743,4
64744,4
64745,1
64746,1
64747,8
64748,0
64749,1
64750,1
64751,4
64752,0
64753,1
64754,1
64755,1
64756,1
64757,1
64758,0
64759,1
64760,5
64761,1
64762,1
64763,1
64764,0
64765,0
64766,0
64767,1
64768,0
64769,1
64770,1
64771,1
64772,0
64773,1
64774,1
64775,5
64776,1
64777,0
64778,1
64779,1
64780,0
64781,1
64782,0
64783,1
64784,1
64785,0
64786,0
64787,0
64788,0
64789,0
64790,0
64791,1
64792,0
64793,0
64794,0
64795,0
64796,1
64797,0
64798,1
64799,0
64800,1
64801,1
64802,1
64803,1
64804,0
64805,0
64806,4
64807,1
64808,1
64809,3
64810,0
64811,0
64812,1
64813,1
64814,1
64815,1
64816,2
64817,1
64818,1
64819,0
64820,1
64821,1
64822,1
64823,1
64824,4
64825,0
64826,1
64827,1
64828,1
64829,5
64830,1
64831,0
64832,0
64833,0
64834,0
64835,0
64836,8
64837,0
64838,1
64839,1
64840,1
64841,1
64842,0
64843,0
64844,0
64845,1
64846,1
64847,0
64848,0
64849,0
64850,0
64851,0
64852,1
64853,1
64854,0
64855,1
64856,0
64857,1
64858,8
64859,1
64860,0
64861,1
64862,0
64863,1
64864,0
64865,0
64866,0
64867,0
64868,1
64869,0
64870,1
64871,0
64872,0
64873,1
64874,1
64875,0
64876,0
64877,1
64878,0
64879,1
64880,1
64881,1
64882,0
64883,1
64884,1
64885,1
64886,1
64887,1
64888,0
64889,0
64890,1
64891,5
64892,1
64893,0
64894,1
64895,1
64896,0
64897,2
64898,0
64899,0
64900,1
64901,1
64902,1
64903,1
64904,1
64905,1
64906,1
64907,0
64908,1
64909,0
64910,0
64911,0
64912,1
64913,1
64914,0
64915,1
64916,0
64917,1
64918,1
64919,1
64920,0
64921,5
64922,0
64923,1
64924,1
64925,1
64926,1
64927,1
64928,1
64929,1
64930,0
64931,1
64932,1
64933,0
64934,1
64935,1
64936,1
64937,0
64938,1
64939,0
64940,0
64941,0
64942,1
64943,0
64944,0
64945,1
64946,1
64947,6
64948,0
64949,1
64950,0
64951,0
64952,1
64953,1
64954,1
64955,1
64956,1
64957,1
64958,0
64959,1
64960,8
64961,0
64962,0
64963,0
64964,1
64965,1
64966,1
64967,0
64968,1
64969,1
64970,0
64971,0
64972,0
64973,1
64974,0
64975,0
64976,8
64977,1
64978,1
64979,1
64980,0
64981,0
64982,0
64983,0
64984,1
64985,1
64986,1
64987,1
64988,1
64989,1
64990,0
64991,1
64992,0
64993,0
64994,1
64995,0
64996,1
64997,0
64998,1
64999,0
65000,1
65001,0
65002,1
65003,0
65004,1
65005,1
65006,3
65007,0
65008,1
65009,0
65010,1
65011,0
65012,0
65013,1
65014,1
65015,1
65016,1
65017,1
65018,0
65019,0
65020,0
65021,0
65022,1
65023,2
65024,1
65025,0
65026,1
65027,0
65028,1
65029,0
65030,1
65031,0
65032,3
65033,1
65034,1
65035,0
65036,0
65037,0
65038,0
65039,1
65040,1
65041,2
65042,0
65043,1
65044,0
65045,0
65046,1
65047,6
65048,1
65049,0
65050,1
65051,0
65052,1
65053,0
65054,0
65055,0
65056,1
65057,1
65058,0
65059,1
65060,0
65061,0
65062,0
65063,0
65064,0
65065,1
65066,1
65067,1
65068,0
65069,0
65070,0
65071,1
65072,1
65073,0
65074,1
65075,3
65076,1
65077,1
65078,1
65079,1
65080,0
65081,0
65082,1
65083,1
65084,0
65085,1
65086,1
65087,1
65088,0
65089,0
65090,1
65091,5
65092,1
65093,1
65094,1
65095,0
65096,0
65097,1
65098,1
65099,1
65100,0
65101,1
65102,0
65103,0
65104,1
65105,4
65106,1
65107,0
65108,0
65109,1
65110,0
65111,0
65112,0
65113,1
65114,1
65115,1
65116,0
65117,0
65118,0
65119,8
65120,0
65121,0
65122,5
65123,1
65124,0
65125,1
65126,5
65127,0
65128,6
65129,0
65130,1
65131,1
65132,1
65133,1
65134,1
65135,1
65136,1
65137,0
65138,1
65139,1
65140,0
65141,1
65142,0
65143,1
65144,1
65145,1
65146,0
65147,0
65148,2
65149,1
65150,1
65151,0
65152,0
65153,1
65154,0
65155,0
65156,0
65157,1
65158,0
65159,1
65160,0
65161,1
65162,0
65163,1
65164,0
65165,0
65166,6
65167,0
65168,0
65169,1
65170,1
65171,1
65172,0
65173,1
65174,0
65175,0
65176,1
65177,0
65178,0
65179,0
65180,1
65181,1
65182,1
65183,1
65184,1
65185,1
65186,1
65187,1
65188,1
65189,1
65190,1
65191,1
65192,0
65193,0
65194,0
65195,0
65196,1
65197,0
65198,0
65199,1
65200,1
65201,0
65202,1
65203,0
65204,0
65205,0
65206,0
65207,5
65208,1
65209,1
65210,1
65211,0
65212,3
65213,1
65214,1
65215,1
65216,0
65217,6
65218,0
65219,0
65220,1
65221,1
65222,1
65223,1
65224,3
65225,1
65226,6
65227,8
65228,1
65229,0
65230,1
65231,1
65232,0
65233,0
65234,5
65235,0
65236,0
65237,1
65238,4
65239,0
65240,0
65241,1
65242,5
65243,1
65244,0
65245,1
65246,0
65247,1
65248,0
65249,1
65250,0
65251,0
65252,2
65253,0
65254,1
65255,1
65256,0
65257,0
65258,0
65259,1
65260,0
65261,1
65262,0
65263,0
65264,8
65265,1
65266,0
65267,0
65268,1
65269,1
65270,0
65271,1
65272,0
65273,1
65274,0
65275,0
65276,1
65277,1
65278,1
65279,1
65280,0
65281,0
65282,1
65283,1
65284,0
65285,1
65286,1
65287,0
65288,0
65289,0
65290,0
65291,0
65292,1
65293,1
65294,1
65295,1
65296,1
65297,1
65298,4
65299,1
65300,1
65301,0
65302,0
65303,0
65304,0
65305,0
65306,0
65307,1
65308,1
65309,0
65310,0
65311,1
65312,1
65313,1
65314,1
65315,0
65316,0
65317,0
65318,1
65319,0
65320,1
65321,0
65322,7
65323,0
65324,0
65325,0
65326,0
65327,0
65328,0
65329,1
65330,0
65331,1
65332,0
65333,1
65334,1
65335,1
65336,1
65337,0
65338,0
65339,0
65340,1
65341,1
65342,1
65343,0
65344,0
65345,0
65346,0
65347,0
65348,0
65349,1
65350,0
65351,1
65352,1
65353,1
65354,1
65355,0
65356,0
65357,0
65358,0
65359,0
65360,1
65361,1
65362,3
65363,0
65364,1
65365,1
65366,1
65367,0
65368,1
65369,1
65370,1
65371,1
65372,1
65373,1
65374,1
65375,0
65376,2
65377,1
65378,0
65379,0
65380,0
65381,1
65382,0
65383,1
65384,1
65385,0
65386,1
65387,1
65388,1
65389,1
65390,0
65391,1
65392,0
65393,1
65394,1
65395,1
65396,1
65397,0
65398,0
65399,0
65400,6
65401,0
65402,6
65403,0
65404,0
65405,3
65406,1
65407,0
65408,1
65409,0
65410,0
65411,0
65412,1
65413,1
65414,1
65415,1
65416,0
65417,1
65418,1
65419,0
65420,0
65421,0
65422,1
65423,1
65424,1
65425,0
65426,1
65427,1
65428,0
65429,1
65430,0
65431,0
65432,1
65433,1
65434,0
65435,1
65436,1
65437,1
65438,0
65439,0
65440,0
65441,0
65442,0
65443,1
65444,1
65445,1
65446,0
65447,0
65448,4
65449,0
65450,1
65451,4
65452,0
65453,1
65454,1
65455,1
65456,0
65457,1
65458,0
65459,1
65460,1
65461,0
65462,0
65463,0
65464,0
65465,1
65466,7
65467,0
65468,0
65469,4
65470,0
65471,0
65472,1
65473,0
65474,0
65475,0
65476,0
65477,1
65478,1
65479,0
65480,0
65481,1
65482,0
65483,1
65484,6
65485,0
65486,0
65487,1
65488,0
65489,1
65490,0
65491,7
65492,1
65493,1
65494,1
65495,0
65496,0
65497,1
65498,0
65499,1
65500,0
65501,0
65502,1
65503,1
65504,0
65505,0
65506,0
65507,0
65508,0
65509,0
65510,0
65511,1
65512,1
65513,6
65514,0
65515,0
65516,0
65517,0
65518,0
65519,0
65520,0
65521,1
65522,1
65523,1
65524,1
65525,0
65526,1
65527,0
65528,4
65529,0
65530,0
65531,2
65532,0
65533,1
65534,0
65535,1
65536,0
65537,1
65538,0
65539,2
65540,1
65541,0
65542,0
65543,1
65544,2
65545,1
65546,1
65547,1
65548,0
65549,1
65550,1
65551,0
65552,1
65553,0
65554,1
65555,0
65556,0
65557,0
65558,0
65559,1
65560,1
65561,1
65562,1
65563,1
65564,0
65565,7
65566,1
65567,0
65568,1
65569,1
65570,1
65571,1
65572,0
65573,1
65574,1
65575,0
65576,1
65577,0
65578,0
65579,1
65580,1
65581,6
65582,1
65583,0
65584,1
65585,1
65586,1
65587,0
65588,0
65589,1
65590,8
65591,0
65592,1
65593,1
65594,0
65595,0
65596,0
65597,0
65598,0
65599,0
65600,1
65601,1
65602,1
65603,0
65604,0
65605,1
65606,0
65607,0
65608,1
65609,0
65610,0
65611,1
65612,0
65613,1
65614,1
65615,0
65616,1
65617,1
65618,1
65619,1
65620,0
65621,0
65622,0
65623,0
65624,0
65625,0
65626,1
65627,0
65628,0
65629,0
